date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:28	39162/39162	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2009:24:50%20GMT	https://straxon.webflow.io/contact-three	C:/Users/user/Downloads/Digital/straxon.webflow.io/contact-three.html	(from https://straxon.webflow.io/)
21:36:28	31572/31572	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:35%20GMT	https://straxon.webflow.io/projects/ai-interface-design	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/ai-interface-design.html	(from https://straxon.webflow.io/)
21:36:29	42309/42309	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:36%20GMT	https://straxon.webflow.io/team-members/fred-smith	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/fred-smith.html	(from https://straxon.webflow.io/)
21:36:29	30394/30394	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:38%20GMT	https://straxon.webflow.io/blog-posts/building-meaningful-connections-through-web-design-development	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/building-meaningful-connections-through-web-design-development.html	(from https://straxon.webflow.io/)
21:36:30	7913/7913	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Dec%202024%2016:06:29%20GMT	https://straxon.webflow.io/401	C:/Users/user/Downloads/Digital/straxon.webflow.io/401.html	(from https://straxon.webflow.io/)
21:36:30	36929/36929	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:39%20GMT	https://straxon.webflow.io/information/license	C:/Users/user/Downloads/Digital/straxon.webflow.io/information/license.html	(from https://straxon.webflow.io/)
21:36:31	164840/164840	---M--	200	added ('OK')	image/png	etag:%2261223988cda98e0fc622917312e8960f%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be00356476c0919466_1.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be00356476c0919466_1.png	(from https://straxon.webflow.io/)
21:36:31	192612/192612	---M--	200	added ('OK')	image/png	etag:%225e56118d440e238fd1a63da7a5c531c4%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be00356476c0919478_3.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be00356476c0919478_3.png	(from https://straxon.webflow.io/)
21:36:32	190091/190091	---M--	200	added ('OK')	image/png	etag:%226aeb3f66b9a99642bcbddcbb770ed12b%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be3e66c116285a348b_2.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be3e66c116285a348b_2.png	(from https://straxon.webflow.io/)
21:36:33	212366/212366	---M--	200	added ('OK')	image/png	etag:%22296c1b6f3f314c0a11a425fdad7d761d%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be141b3a7d600c0fcf_4.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c454be141b3a7d600c0fcf_4.png	(from https://straxon.webflow.io/)
21:36:33	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6667d918c80d3c3ef174c92b	C:/Users/user/Downloads/Digital/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c817e0.js	(from https://straxon.webflow.io/)
21:36:34	1396637/1396637	---M-Z	200	added ('OK')	text/javascript	etag:%225828883f555f1dee24af8c4684b07c6b%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/js/webflow.c9b034237.js	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/js/webflow.c9b034237.js	(from https://straxon.webflow.io/)
21:36:35	32181/32181	---M--	200	added ('OK')	image/png	etag:%22523c7e363998d50e31861b1af2a39950%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c2c4e335714222cbb39a3b_image%20section-2.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c2c4e335714222cbb39a3b_image%20section-2.png	(from https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/css/straxon.webflow.0548314f3.css)
21:36:35	31551/31551	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2019:27:41%20GMT	https://straxon.webflow.io/projects/ui-ux-design	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/ui-ux-design.html	(from https://straxon.webflow.io/home-one)
21:36:35	31532/31532	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:50%20GMT	https://straxon.webflow.io/projects/web-graphic-design	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/web-graphic-design.html	(from https://straxon.webflow.io/home-one)
21:36:35	31564/31564	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:51%20GMT	https://straxon.webflow.io/projects/product-design	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/product-design.html	(from https://straxon.webflow.io/home-one)
21:36:36	27187/27187	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2019:27:42%20GMT	https://straxon.webflow.io/information/style-guide	C:/Users/user/Downloads/Digital/straxon.webflow.io/information/style-guide.html	(from https://straxon.webflow.io/home-one)
21:36:36	21190/21190	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:53%20GMT	https://straxon.webflow.io/information/changelog	C:/Users/user/Downloads/Digital/straxon.webflow.io/information/changelog.html	(from https://straxon.webflow.io/home-one)
21:36:37	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c8915f68898dd74261b_Portfolio%20Image%20Two.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c8915f68898dd74261b_Portfolio%20Image%20Two.webp_	(from https://straxon.webflow.io/home-two)
21:36:41	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66c82904b505252fc1de68e3_Mask%20group-2.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66c82904b505252fc1de68e3_Mask%20group-2.webp_	(from https://straxon.webflow.io/home-two)
21:36:41	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c457f9cd9ef4f75a4c0_Portfolio%20Image%20One.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c457f9cd9ef4f75a4c0_Portfolio%20Image%20One.webp_	(from https://straxon.webflow.io/home-two)
21:36:42	42296/42296	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2019:27:32%20GMT	https://straxon.webflow.io/team-members/daniel-williams	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/daniel-williams.html	(from https://straxon.webflow.io/about-one)
21:36:42	41866/41866	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:57%20GMT	https://straxon.webflow.io/team-members/ronald-pineda	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/ronald-pineda.html	(from https://straxon.webflow.io/about-one)
21:36:43	42314/42314	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:24:57%20GMT	https://straxon.webflow.io/team-members/lynne-miller	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/lynne-miller.html	(from https://straxon.webflow.io/about-one)
21:36:44	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c29c0401296753cf5ec_Portfolio%20Image%20Three.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c29c0401296753cf5ec_Portfolio%20Image%20Three.webp_	(from https://straxon.webflow.io/service-one)
21:36:44	135700/135700	---M--	200	added ('OK')	image/png	etag:%22652473e1904d876175bf0ad3c42c57e0%22	https://cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c300c138c37f6586126257_Service%20Heading%20Image.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/6667d918c80d3c3ef174c92b/66c300c138c37f6586126257_Service%20Heading%20Image.png	(from https://straxon.webflow.io/service-one)
21:36:45	31493/31493	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:25:00%20GMT	https://straxon.webflow.io/projects/digital-art	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/digital-art.html	(from https://straxon.webflow.io/projects)
21:36:45	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c0c81e9c95a94a89bd4_Portfolio%20Image%20Four.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c0c81e9c95a94a89bd4_Portfolio%20Image%20Four.webp_	(from https://straxon.webflow.io/projects)
21:36:45	31512/31512	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2019:27:27%20GMT	https://straxon.webflow.io/projects/brand-promotion	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/brand-promotion.html	(from https://straxon.webflow.io/projects)
21:36:46	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3be54f6a35839dca76d9_Portfolio%20Image%20Six.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3be54f6a35839dca76d9_Portfolio%20Image%20Six.webp_	(from https://straxon.webflow.io/projects)
21:36:47	42327/42327	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:25:03%20GMT	https://straxon.webflow.io/team-members/tracy-sharber	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/tracy-sharber.html	(from https://straxon.webflow.io/team)
21:36:47	42311/42311	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2019:27:35%20GMT	https://straxon.webflow.io/team-members/robert-chun	C:/Users/user/Downloads/Digital/straxon.webflow.io/team-members/robert-chun.html	(from https://straxon.webflow.io/team)
21:36:47	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eeb886d806b0064623d9_Blog%c2%a0Image%c2%a0One.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eeb886d806b0064623d9_Blog%c2%a0Image%c2%a0One.webp_	(from https://straxon.webflow.io/blog-one)
21:36:48	53988/53988	---M--	200	added ('OK')	image/jpeg	etag:%221cc1b6ba2b16bfa300ff74cbd82c1dba%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eeb0837ebd11bdda8ca3_Author%20One.jpg	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eeb0837ebd11bdda8ca3_Author%20One.jpg	(from https://straxon.webflow.io/blog-one)
21:36:49	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9edfd8630b32c3bfafb8b_Blog%c2%a0Image%c2%a0Two.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9edfd8630b32c3bfafb8b_Blog%c2%a0Image%c2%a0Two.webp_	(from https://straxon.webflow.io/blog-one)
21:36:49	30410/30410	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2017:43:46%20GMT	https://straxon.webflow.io/blog-posts/explore-10-tips-on-social-media-community-management	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/explore-10-tips-on-social-media-community-management.html	(from https://straxon.webflow.io/blog-one)
21:36:50	80386/80386	---M--	200	added ('OK')	image/png	etag:%22f3a6ab2b31133240daf7a5ab1335fd1e%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ee1a5a547bb2a692d5bd_Author%20Two.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ee1a5a547bb2a692d5bd_Author%20Two.png	(from https://straxon.webflow.io/blog-one)
21:36:51	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eda483ef1d208bb649e1_Blog%20Image%20Three.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9eda483ef1d208bb649e1_Blog%20Image%20Three.webp_	(from https://straxon.webflow.io/blog-one)
21:36:51	30442/30442	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:25:10%20GMT	https://straxon.webflow.io/blog-posts/how-to-integrate-content-management-system	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/how-to-integrate-content-management-system.html	(from https://straxon.webflow.io/blog-one)
21:36:52	82081/82081	---M--	200	added ('OK')	image/png	etag:%22dc4484d35597badf2321c0a2744ae444%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed8dd186fd9645415c5c_Author%20Three.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed8dd186fd9645415c5c_Author%20Three.png	(from https://straxon.webflow.io/blog-one)
21:36:52	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed41a8ba8e759b99c86e_Blog%20Image%20Four.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed41a8ba8e759b99c86e_Blog%20Image%20Four.webp_	(from https://straxon.webflow.io/blog-one)
21:36:52	30446/30446	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2011:25:13%20GMT	https://straxon.webflow.io/blog-posts/strategic-design-thinking-for-product-development	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/strategic-design-thinking-for-product-development.html	(from https://straxon.webflow.io/blog-one)
21:36:53	49786/49786	---M--	200	added ('OK')	image/jpeg	etag:%223d414358b132f2c7613b5f01de1adbd5%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed3966a6ad08b69931a9_Author%20Four.jpg	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed3966a6ad08b69931a9_Author%20Four.jpg	(from https://straxon.webflow.io/blog-one)
21:36:53	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ecdb3609b138b3c236bf_Blog%20Image%20Five.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ecdb3609b138b3c236bf_Blog%20Image%20Five.webp_	(from https://straxon.webflow.io/blog-one)
21:36:53	30469/30469	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2002:38:16%20GMT	https://straxon.webflow.io/blog-posts/small-steps-big-ideas-a-project-based-approach-to-creativity	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/small-steps-big-ideas-a-project-based-approach-to-creativity.html	(from https://straxon.webflow.io/blog-one)
21:36:54	74961/74961	---M--	200	added ('OK')	image/png	etag:%224900ac862e25fb615f7620f8174fb200%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed0b769425248a5714c9_Author%20Five.png	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ed0b769425248a5714c9_Author%20Five.png	(from https://straxon.webflow.io/blog-one)
21:36:55	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ea918b3c69f12b5d305c_Blog%20Image%20Six.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ea918b3c69f12b5d305c_Blog%20Image%20Six.webp_	(from https://straxon.webflow.io/blog-one)
21:36:55	30460/30460	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2002:38:16%20GMT	https://straxon.webflow.io/blog-posts/building-better-interfaces-for-a-seamless-user-journey	C:/Users/user/Downloads/Digital/straxon.webflow.io/blog-posts/building-better-interfaces-for-a-seamless-user-journey.html	(from https://straxon.webflow.io/blog-one)
21:36:56	58677/58677	---M--	200	added ('OK')	image/jpeg	etag:%221c20a9426fee46585999fa56da9730cb%22	https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ec4886d806b00643903a_Author%20Six.jpg	C:/Users/user/Downloads/Digital/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66b9ec4886d806b00643903a_Author%20Six.jpg	(from https://straxon.webflow.io/blog-one)
21:36:56	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/projects/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c8915f68898dd74261b_Portfolio%20Image%20Two.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c8915f68898dd74261b_Portfolio%20Image%20Two.webp_	(from https://straxon.webflow.io/projects/ai-interface-design)
21:36:56	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/projects/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66c82904b505252fc1de68e3_Mask%20group-2.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66c82904b505252fc1de68e3_Mask%20group-2.webp_	(from https://straxon.webflow.io/projects/ai-interface-design)
21:36:57	5175/5175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ee3c2d3ab10c8a9c08f563f9cf8cc1f%22	https://straxon.webflow.io/projects/%22https://cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c457f9cd9ef4f75a4c0_Portfolio%20Image%20One.webp%22	C:/Users/user/Downloads/Digital/straxon.webflow.io/projects/_https_/cdn.prod.website-files.com/66b1b9255bbe3d03bd8e84c0/66bb3c457f9cd9ef4f75a4c0_Portfolio%20Image%20One.webp_	(from https://straxon.webflow.io/projects/ai-interface-design)
